OBJECTID,BdType,BdVal,PctNum,BdName,DistrictFullName
491,P,0530,530,MONTE VISTA,Monte Vista Voting Precinct
492,P,0874,874,VILLA RITA,Villa Rita Voting Precinct
493,P,0356,356,HASSAYAMPA,Hassayampa Voting Precinct
494,P,0759,759,SILVER CREEK,Silver Creek Voting Precinct
495,P,0363,363,HERMOSA,Hermosa Voting Precinct
496,P,0085,85,BUNKER PEAK,Bunker Peak Voting Precinct
497,P,0153,153,COMPADRE,Compadre Voting Precinct
498,P,0371,371,HILLCREST,Hillcrest Voting Precinct
499,P,0152,152,COMMONWEALTH,Commonwealth Voting Precinct
500,P,0511,511,MESA LINDA,Mesa Linda Voting Precinct
501,P,0909,909,WIER,Wier Voting Precinct
502,P,0390,390,HUDSON,Hudson Voting Precinct
503,P,0093,93,CALYPSO,Calypso Voting Precinct
504,P,0395,395,INDIAN WELLS,Indian Wells Voting Precinct
505,P,0660,660,POWER RANCH,Power Ranch Voting Precinct
506,P,0436,436,LAS BRISAS,Las Brisas Voting Precinct
507,P,0319,319,GLENN,Glenn Voting Precinct
508,P,0565,565,NVP 19,Nvp 19 Voting Precinct
509,P,0304,304,GATEWAY,Gateway Voting Precinct
510,P,0757,757,SIERRA VISTA,Sierra Vista Voting Precinct
511,P,0739,739,SELLS,Sells Voting Precinct
512,P,0649,649,POCO BUENO,Poco Bueno Voting Precinct
513,P,0440,440,LAUREL,Laurel Voting Precinct
514,P,0412,412,JUPITER,Jupiter Voting Precinct
515,P,0282,282,FIESTA RANCH,Fiesta Ranch Voting Precinct
516,P,0712,712,RUBY,Ruby Voting Precinct
517,P,0182,182,CREEDANCE,Creedance Voting Precinct
518,P,0780,780,SPRINGFIELD,Springfield Voting Precinct
519,P,0537,537,MOUNTAIN SKY,Mountain Sky Voting Precinct
520,P,0341,341,GROVERS,Grovers Voting Precinct
521,P,0071,71,BLUEJAY,Bluejay Voting Precinct
522,P,0048,48,BALBOA,Balboa Voting Precinct
523,P,0270,270,ESQUIRE,Esquire Voting Precinct
524,P,0718,718,SALOME,Salome Voting Precinct
525,P,0382,382,HONDA,Honda Voting Precinct
526,P,0520,520,MINNEZONA,Minnezona Voting Precinct
527,P,0029,29,ARBOR,Arbor Voting Precinct
528,P,0158,158,COPPER,Copper Voting Precinct
529,P,0095,95,CAMELOT,Camelot Voting Precinct
530,P,0486,486,MANZANITA,Manzanita Voting Precinct
531,P,0368,368,HIDALGO,Hidalgo Voting Precinct
532,P,0814,814,SUNNYVALE,Sunnyvale Voting Precinct
533,P,0322,322,GOLD DUST,Gold Dust Voting Precinct
534,P,0711,711,ROYAL OAK,Royal Oak Voting Precinct
535,P,0741,741,SENTINEL,Sentinel Voting Precinct
536,P,0453,453,LIONS,Lions Voting Precinct
537,P,0192,192,DAHLIA,Dahlia Voting Precinct
538,P,0185,185,CRISMON,Crismon Voting Precinct
539,P,0303,303,GARY,Gary Voting Precinct
540,P,0579,579,OAKGROVE,Oakgrove Voting Precinct
541,P,0719,719,SALT RIVER,Salt River Voting Precinct
542,P,0855,855,TURF PARADISE,Turf Paradise Voting Precinct
543,P,0681,681,REEMS,Reems Voting Precinct
544,P,0380,380,HOLLYHOCK,Hollyhock Voting Precinct
545,P,0327,327,GOODYEAR,Goodyear Voting Precinct
546,P,0827,827,TARTESSO,Tartesso Voting Precinct
547,P,0791,791,STONEGATE,Stonegate Voting Precinct
548,P,0141,141,CLOVIS,Clovis Voting Precinct
549,P,0527,527,MOLLY,Molly Voting Precinct
550,P,0587,587,OLNEY,Olney Voting Precinct
551,P,0075,75,BOULDER MOUNTAIN,Boulder Mountain Voting Precinct
552,P,0585,585,OLD WEST,Old West Voting Precinct
553,P,0501,501,MCCORMICK RANCH,Mccormick Ranch Voting Precinct
554,P,0532,532,MONTEROSA,Monterosa Voting Precinct
555,P,0517,517,MILLER,Miller Voting Precinct
556,P,0580,580,OAKHURST,Oakhurst Voting Precinct
557,P,0468,468,LOS ALAMOS,Los Alamos Voting Precinct
558,P,0697,697,ROADMASTER,Roadmaster Voting Precinct
559,P,0528,528,MONROE,Monroe Voting Precinct
560,P,0087,87,BUTLER,Butler Voting Precinct
561,P,0097,97,CAMPBELL,Campbell Voting Precinct
562,P,0618,618,PARK CENTRAL,Park Central Voting Precinct
563,P,0449,449,LIBERTY,Liberty Voting Precinct
564,P,0007,7,AGUA FRIA,Agua Fria Voting Precinct
565,P,0561,561,NVP 15,Nvp 15 Voting Precinct
566,P,0254,254,EL DOMINGO,El Domingo Voting Precinct
567,P,0539,539,MOUNTAINSIDE,Mountainside Voting Precinct
568,P,0160,160,COPPERWOOD,Copperwood Voting Precinct
569,P,0571,571,NVP 3,Nvp 3 Voting Precinct
570,P,0551,551,NORTH,North Voting Precinct
571,P,0560,560,NVP 14,Nvp 14 Voting Precinct
572,P,0785,785,ST FRANCIS,St Francis Voting Precinct
573,P,0748,748,SHASTA,Shasta Voting Precinct
574,P,0364,364,HERMOSA VISTA,Hermosa Vista Voting Precinct
575,P,0775,775,SOUTH MTN PARK SE,South Mtn Park Se Voting Precinct
576,P,0386,386,HORIZON,Horizon Voting Precinct
577,P,0630,630,PEGASUS,Pegasus Voting Precinct
578,P,0857,857,TUTHILL,Tuthill Voting Precinct
579,P,0593,593,ORCHID,Orchid Voting Precinct
580,P,0049,49,BALSZ,Balsz Voting Precinct
581,P,0397,397,ISAAC,Isaac Voting Precinct
582,P,0929,929,YALE,Yale Voting Precinct
583,P,0680,680,REED PARK,Reed Park Voting Precinct
584,P,0317,317,GIOVANNI,Giovanni Voting Precinct
585,P,0347,347,HALL,Hall Voting Precinct
586,P,0238,238,DREYFUS,Dreyfus Voting Precinct
587,P,0812,812,SUNNYSIDE,Sunnyside Voting Precinct
588,P,0345,345,HADLEY,Hadley Voting Precinct
589,P,0665,665,PURPLE SAGE,Purple Sage Voting Precinct
590,P,0464,464,LONGBOW,Longbow Voting Precinct
591,P,0675,675,READE,Reade Voting Precinct
592,P,0523,523,MITCHELL PARK,Mitchell Park Voting Precinct
593,P,0889,889,WELDON,Weldon Voting Precinct
594,P,0788,788,STARLIGHT,Starlight Voting Precinct
595,P,0577,577,NVP 9,Nvp 9 Voting Precinct
596,P,0226,226,DIABLO,Diablo Voting Precinct
597,P,0611,611,PALO CRISTI,Palo Cristi Voting Precinct
598,P,0645,645,PINNACLE WEST,Pinnacle West Voting Precinct
599,P,0328,328,GRANADA,Granada Voting Precinct
600,P,0461,461,LONE MOUNTAIN,Lone Mountain Voting Precinct
601,P,0784,784,ST CHRISTOPHER,St Christopher Voting Precinct
602,P,0545,545,MYSTIC,Mystic Voting Precinct
603,P,0193,193,DAISY,Daisy Voting Precinct
604,P,0295,295,FREMONT,Fremont Voting Precinct
605,P,0514,514,METRO,Metro Voting Precinct
606,P,0262,262,ENCLAVE,Enclave Voting Precinct
607,P,0140,140,CLOVER,Clover Voting Precinct
608,P,0562,562,NVP 16,Nvp 16 Voting Precinct
609,P,0258,258,ELWOOD,Elwood Voting Precinct
610,P,0910,910,WIGWAM,Wigwam Voting Precinct
611,P,0504,504,MCKELLIPS PARK,Mckellips Park Voting Precinct
612,P,0157,157,CONTENTION MINE,Contention Mine Voting Precinct
613,P,0457,457,LOLA,Lola Voting Precinct
614,P,0893,893,WEST WING,West Wing Voting Precinct
615,P,0750,750,SHEA,Shea Voting Precinct
616,P,0399,399,JACKRABBIT,Jackrabbit Voting Precinct
617,P,0043,43,AVIANO,Aviano Voting Precinct
618,P,0802,802,SUN VALLEY,Sun Valley Voting Precinct
619,P,0227,227,DIXILETA,Dixileta Voting Precinct
620,P,0057,57,BETHANY,Bethany Voting Precinct
621,P,0729,729,SANDIA,Sandia Voting Precinct
622,P,0286,286,FOLLEY,Folley Voting Precinct
623,P,0392,392,INDEPENDENCE,Independence Voting Precinct
624,P,0253,253,EL CARO,El Caro Voting Precinct
625,P,0042,42,AUGUSTA RANCH,Augusta Ranch Voting Precinct
626,P,0865,865,VAN NESS,Van Ness Voting Precinct
627,P,0053,53,BAYSHORE,Bayshore Voting Precinct
628,P,0622,622,PASEO,Paseo Voting Precinct
629,P,0783,783,SPUR,Spur Voting Precinct
630,P,0063,63,BLACK CANYON,Black Canyon Voting Precinct
631,P,0060,60,BILTMORE,Biltmore Voting Precinct
632,P,0744,744,SEVILLE,Seville Voting Precinct
633,P,0332,332,GRAYHAWK,Grayhawk Voting Precinct
634,P,0033,33,ARLINGTON,Arlington Voting Precinct
635,P,0648,648,PIONEER,Pioneer Voting Precinct
636,P,0354,354,HARRISON,Harrison Voting Precinct
637,P,0104,104,CAPITOL SCHOOL,Capitol School Voting Precinct
638,P,0919,919,WILLOW CANYON,Willow Canyon Voting Precinct
639,P,0765,765,SLEEPY RANCH,Sleepy Ranch Voting Precinct
640,P,0407,407,JOY RANCH,Joy Ranch Voting Precinct
641,P,0010,10,AIRLINE CANAL,Airline Canal Voting Precinct
642,P,0415,415,KAIBAB,Kaibab Voting Precinct
643,P,0715,715,SAGEBRUSH,Sagebrush Voting Precinct
644,P,0102,102,CANYON RIM,Canyon Rim Voting Precinct
645,P,0001,1,ACACIA,Acacia Voting Precinct
646,P,0242,242,DUNBAR,Dunbar Voting Precinct
647,P,0147,147,COLONIA,Colonia Voting Precinct
648,P,0799,799,SUN GROVES,Sun Groves Voting Precinct
649,P,0277,277,FAIRWAY,Fairway Voting Precinct
650,P,0703,703,ROLLING HILLS,Rolling Hills Voting Precinct
651,P,0491,491,MARIPOSA,Mariposa Voting Precinct
652,P,0575,575,NVP 7,Nvp 7 Voting Precinct
653,P,0849,849,TRES RIOS,Tres Rios Voting Precinct
654,P,0859,859,TWIN BUTTES,Twin Buttes Voting Precinct
655,P,0228,228,DOBBINS RANCH,Dobbins Ranch Voting Precinct
656,P,0377,377,HOLIDAY PARK,Holiday Park Voting Precinct
657,P,0062,62,BISHOP,Bishop Voting Precinct
658,P,0149,149,COLT,Colt Voting Precinct
659,P,0829,829,TERRAVITA,Terravita Voting Precinct
660,P,0250,250,EASTWING,Eastwing Voting Precinct
661,P,0300,300,GARDEN GROVES,Garden Groves Voting Precinct
662,P,0904,904,WHITEWING,Whitewing Voting Precinct
663,P,0301,301,GARDENS,Gardens Voting Precinct
664,P,0276,276,FAIRVIEW,Fairview Voting Precinct
665,P,0208,208,DESERT COVE,Desert Cove Voting Precinct
666,P,0108,108,CARLA VISTA,Carla Vista Voting Precinct
667,P,0069,69,BLUEBIRD,Bluebird Voting Precinct
668,P,0505,505,MCKEMY,Mckemy Voting Precinct
669,P,0838,838,TOLLESON,Tolleson Voting Precinct
670,P,0352,352,HARQUAHALA,Harquahala Voting Precinct
671,P,0905,905,WHITTIER,Whittier Voting Precinct
672,P,0044,44,AVIATION,Aviation Voting Precinct
673,P,0343,343,GUADALUPE,Guadalupe Voting Precinct
674,P,0031,31,ARDMORE,Ardmore Voting Precinct
675,P,0366,366,HIBISCUS,Hibiscus Voting Precinct
676,P,0656,656,PORTER,Porter Voting Precinct
677,P,0705,705,ROMA PARK,Roma Park Voting Precinct
678,P,0639,639,PIERCE,Pierce Voting Precinct
679,P,0070,70,BLUEFIELD,Bluefield Voting Precinct
680,P,0123,123,CHAVEZ,Chavez Voting Precinct
681,P,0086,86,BURGESS,Burgess Voting Precinct
682,P,0650,650,POINCIANA,Poinciana Voting Precinct
683,P,0591,591,ORANGEWOOD,Orangewood Voting Precinct
684,P,0092,92,CALAVEROS,Calaveros Voting Precinct
685,P,0418,418,KENLY FARMS,Kenly Farms Voting Precinct
686,P,0114,114,CATAMARAN,Catamaran Voting Precinct
687,P,0040,40,ATHENS,Athens Voting Precinct
688,P,0176,176,COUNTRY MEADOWS,Country Meadows Voting Precinct
689,P,0670,670,RAINBOW VALLEY,Rainbow Valley Voting Precinct
690,P,0475,475,LUPINE,Lupine Voting Precinct
691,P,0734,734,SANTO,Santo Voting Precinct
692,P,0216,216,DESERT OASIS,Desert Oasis Voting Precinct
693,P,0586,586,OLIVE,Olive Voting Precinct
694,P,0264,264,ENTZ,Entz Voting Precinct
695,P,0334,334,GREENBRIAR,Greenbriar Voting Precinct
696,P,0122,122,CHAPARRAL,Chaparral Voting Precinct
697,P,0597,597,OVAL,Oval Voting Precinct
698,P,0221,221,DESERT THUNDER,Desert Thunder Voting Precinct
699,P,0230,230,DOBSON RANCH,Dobson Ranch Voting Precinct
700,P,0652,652,POINTE,Pointe Voting Precinct
701,P,0005,5,ADORA,Adora Voting Precinct
702,P,0331,331,GRANITE MOUNTAIN,Granite Mountain Voting Precinct
703,P,0458,458,LOMA LINDA,Loma Linda Voting Precinct
704,P,0696,696,RIVIERA,Riviera Voting Precinct
705,P,0879,879,VISTANCIA,Vistancia Voting Precinct
706,P,0598,598,PAINTED MOUNTAIN,Painted Mountain Voting Precinct
707,P,0563,563,NVP 17,Nvp 17 Voting Precinct
708,P,0167,167,CORONADO,Coronado Voting Precinct
709,P,0472,472,LUDDEN,Ludden Voting Precinct
710,P,0848,848,TRES,Tres Voting Precinct
711,P,0549,549,NIGHTINGALE,Nightingale Voting Precinct
712,P,0481,481,MAGGIE,Maggie Voting Precinct
713,P,0376,376,HOLIDAY GARDENS,Holiday Gardens Voting Precinct
714,P,0617,617,PARADISE PARK,Paradise Park Voting Precinct
715,P,0616,616,PARADISE,Paradise Voting Precinct
716,P,0828,828,TATUM,Tatum Voting Precinct
717,P,0934,934,YUMA,Yuma Voting Precinct
718,P,0492,492,MARIVUE,Marivue Voting Precinct
719,P,0473,473,LUKE,Luke Voting Precinct
720,P,0606,606,PALM VALLEY,Palm Valley Voting Precinct
721,P,0338,338,GREENWOOD,Greenwood Voting Precinct
722,P,0367,367,HICKIWAN,Hickiwan Voting Precinct
723,P,0476,476,LYNWOOD,Lynwood Voting Precinct
724,P,0198,198,DARROW,Darrow Voting Precinct
725,P,0419,419,KIMBERLY,Kimberly Voting Precinct
726,P,0743,743,SEVILLA,Sevilla Voting Precinct
727,P,0592,592,ORANGEWOOD FARMS,Orangewood Farms Voting Precinct
728,P,0907,907,WHYMAN,Whyman Voting Precinct
729,P,0835,835,TIERRA NORTE,Tierra Norte Voting Precinct
730,P,0861,861,USERY PASS,Usery Pass Voting Precinct
731,P,0427,427,LA SOLANA,La Solana Voting Precinct
732,P,0015,15,ALPACA,Alpaca Voting Precinct
733,P,0683,683,REGAL,Regal Voting Precinct
734,P,0737,737,SCOTTSDALE,Scottsdale Voting Precinct
735,P,0154,154,COMSTOCK,Comstock Voting Precinct
736,P,0125,125,CHENEY,Cheney Voting Precinct
737,P,0588,588,ONYX,Onyx Voting Precinct
738,P,0553,553,NORTH MOUNTAIN,North Mountain Voting Precinct
739,P,0923,923,WINDROSE,Windrose Voting Precinct
740,P,0721,721,SAN LUCY,San Lucy Voting Precinct
741,P,0161,161,CORA,Cora Voting Precinct
742,P,0421,421,KIVA,Kiva Voting Precinct
743,P,0200,200,DEADMAN WASH,Deadman Wash Voting Precinct
744,P,0868,868,VERANO,Verano Voting Precinct
745,P,0251,251,ECHO,Echo Voting Precinct
746,P,0635,635,PERRY PARK,Perry Park Voting Precinct
747,P,0567,567,NVP 20,Nvp 20 Voting Precinct
748,P,0584,584,OCOTILLO,Ocotillo Voting Precinct
749,P,0731,731,SANTA FE,Santa Fe Voting Precinct
750,P,0516,516,MILKY WAY,Milky Way Voting Precinct
751,P,0128,128,CHRISTY,Christy Voting Precinct
752,P,0076,76,BRACKEN,Bracken Voting Precinct
753,P,0113,113,CASHION,Cashion Voting Precinct
754,P,0431,431,LAMAR,Lamar Voting Precinct
755,P,0496,496,MARYLAND,Maryland Voting Precinct
756,P,0388,388,HUALAPAI,Hualapai Voting Precinct
757,P,0714,714,SADDLE RIDGE,Saddle Ridge Voting Precinct
758,P,0055,55,BERRIDGE,Berridge Voting Precinct
759,P,0139,139,CLOUD,Cloud Voting Precinct
760,P,0340,340,GREYSTONE,Greystone Voting Precinct
761,P,0872,872,VICTORY,Victory Voting Precinct
762,P,0013,13,ALHAMBRA,Alhambra Voting Precinct
763,P,0823,823,SUTTON,Sutton Voting Precinct
764,P,0615,615,PARADA,Parada Voting Precinct
765,P,0663,663,PUEBLO,Pueblo Voting Precinct
766,P,0720,720,SAN ANGELO,San Angelo Voting Precinct
767,P,0409,409,JULIE,Julie Voting Precinct
768,P,0707,707,ROSE GARDEN,Rose Garden Voting Precinct
769,P,0271,271,ESTRELLA FOOTHILLS,Estrella Foothills Voting Precinct
770,P,0162,162,CORBELL,Corbell Voting Precinct
771,P,0701,701,ROCKWOOD,Rockwood Voting Precinct
772,P,0730,730,SANDPIPER,Sandpiper Voting Precinct
773,P,0915,915,WILDWOOD,Wildwood Voting Precinct
774,P,0474,474,LUKE FIELD,Luke Field Voting Precinct
775,P,0772,772,SOUTH MTN PARK,South Mtn Park Voting Precinct
776,P,0488,488,MARICOPA,Maricopa Voting Precinct
777,P,0384,384,HOPEVILLE,Hopeville Voting Precinct
778,P,0012,12,ALEXANDER,Alexander Voting Precinct
779,P,0918,918,WILLOW,Willow Voting Precinct
780,P,0265,265,ESCALADE,Escalade Voting Precinct
781,P,0708,708,ROSE MOFFORD,Rose Mofford Voting Precinct
782,P,0885,885,WARNER,Warner Voting Precinct
783,P,0312,312,GIDIYUP,Gidiyup Voting Precinct
784,P,0008,8,AGUILA,Aguila Voting Precinct
785,P,0920,920,WILSHIRE,Wilshire Voting Precinct
786,P,0081,81,BUCKLEY,Buckley Voting Precinct
787,P,0126,126,CHILTON,Chilton Voting Precinct
788,P,0576,576,NVP 8,Nvp 8 Voting Precinct
789,P,0447,447,LEWIS,Lewis Voting Precinct
790,P,0288,288,FORT MCDOWELL,Fort Mcdowell Voting Precinct
791,P,0339,339,GREER RANCH,Greer Ranch Voting Precinct
792,P,0351,351,HARMONY PARK,Harmony Park Voting Precinct
793,P,0843,843,TOWNE MEADOWS,Towne Meadows Voting Precinct
794,P,0143,143,COBBLE STONE,Cobble Stone Voting Precinct
795,P,0832,832,THUNDERHILL,Thunderhill Voting Precinct
796,P,0320,320,GLENROSA,Glenrosa Voting Precinct
797,P,0805,805,SUNDANCE,Sundance Voting Precinct
798,P,0179,179,COYOTE HILLS,Coyote Hills Voting Precinct
799,P,0375,375,HOHOKAM PARK,Hohokam Park Voting Precinct
800,P,0307,307,GENE AUTRY,Gene Autry Voting Precinct
801,P,0009,9,AHWATUKEE,Ahwatukee Voting Precinct
802,P,0101,101,CANYON,Canyon Voting Precinct
803,P,0455,455,LITCHFIELD,Litchfield Voting Precinct
804,P,0021,21,ANDORA,Andora Voting Precinct
805,P,0679,679,REDWING,Redwing Voting Precinct
806,P,0316,316,GILBERT GARDENS,Gilbert Gardens Voting Precinct
807,P,0353,353,HARRIS,Harris Voting Precinct
808,P,0359,359,HAWES,Hawes Voting Precinct
809,P,0778,778,SOUTHERN,Southern Voting Precinct
810,P,0544,544,MYRTLE,Myrtle Voting Precinct
811,P,0543,543,MUSTANG,Mustang Voting Precinct
812,P,0333,333,GRAYSON,Grayson Voting Precinct
813,P,0760,760,SILVER SPUR,Silver Spur Voting Precinct
814,P,0173,173,COTTONTAIL,Cottontail Voting Precinct
815,P,0187,187,CROSBY,Crosby Voting Precinct
816,P,0837,837,TILLMAN,Tillman Voting Precinct
817,P,0184,184,CRESCENT,Crescent Voting Precinct
818,P,0684,684,RESERVE,Reserve Voting Precinct
819,P,0361,361,HAYWARD,Hayward Voting Precinct
820,P,0478,478,MADISON HEIGHTS,Madison Heights Voting Precinct
821,P,0605,605,PALM SHADOWS,Palm Shadows Voting Precinct
822,P,0687,687,RIDGEWOOD,Ridgewood Voting Precinct
823,P,0724,724,SAN MIGUEL,San Miguel Voting Precinct
824,P,0417,417,KEIM,Keim Voting Precinct
825,P,0046,46,AZALEA,Azalea Voting Precinct
826,P,0726,726,SAN PEDRO,San Pedro Voting Precinct
827,P,0900,900,WESTWIND,Westwind Voting Precinct
828,P,0632,632,PENNY LANE,Penny Lane Voting Precinct
829,P,0283,283,FIREHAWK,Firehawk Voting Precinct
830,P,0425,425,KOMATKE,Komatke Voting Precinct
831,P,0267,267,ESCOBAR,Escobar Voting Precinct
832,P,0690,690,RIO PASEO,Rio Paseo Voting Precinct
833,P,0876,876,VIRGINIA,Virginia Voting Precinct
834,P,0529,529,MONTE CRISTO,Monte Cristo Voting Precinct
835,P,0446,446,LEISURE WORLD,Leisure World Voting Precinct
836,P,0211,211,DESERT HAVEN,Desert Haven Voting Precinct
837,P,0698,698,ROADRUNNER,Roadrunner Voting Precinct
838,P,0500,500,MCAFEE PLACE,Mcafee Place Voting Precinct
839,P,0608,608,PALMDALE,Palmdale Voting Precinct
840,P,0275,275,EXETER,Exeter Voting Precinct
841,P,0572,572,NVP 4,Nvp 4 Voting Precinct
842,P,0578,578,OAK PARK,Oak Park Voting Precinct
843,P,0360,360,HAYDEN HIGH,Hayden High Voting Precinct
844,P,0629,629,PEE-POSH,Pee-Posh Voting Precinct
845,P,0554,554,NORTON,Norton Voting Precinct
846,P,0771,771,SOUTH MTN HIGH,South Mtn High Voting Precinct
847,P,0793,793,STUMP,Stump Voting Precinct
848,P,0002,2,ACOMA,Acoma Voting Precinct
849,P,0508,508,MEGAN,Megan Voting Precinct
850,P,0402,402,JASPER,Jasper Voting Precinct
851,P,0263,263,ENID PARK,Enid Park Voting Precinct
852,P,0736,736,SARIVAL,Sarival Voting Precinct
853,P,0463,463,LONESOME,Lonesome Voting Precinct
854,P,0287,287,FOREST GROVE,Forest Grove Voting Precinct
855,P,0246,246,DYNAMITE,Dynamite Voting Precinct
856,P,0839,839,TONOPAH,Tonopah Voting Precinct
857,P,0564,564,NVP 18,Nvp 18 Voting Precinct
858,P,0403,403,JENTILLY,Jentilly Voting Precinct
859,P,0552,552,NORTH HIGH,North High Voting Precinct
860,P,0766,766,SOLANO,Solano Voting Precinct
861,P,0700,700,ROCKLEDGE,Rockledge Voting Precinct
862,P,0373,373,HILLVIEW,Hillview Voting Precinct
863,P,0080,80,BUCKEYE,Buckeye Voting Precinct
864,P,0643,643,PINE VALLEY,Pine Valley Voting Precinct
865,P,0241,241,DUKE,Duke Voting Precinct
866,P,0782,782,SPRUCE,Spruce Voting Precinct
867,P,0604,604,PALM RIDGE,Palm Ridge Voting Precinct
868,P,0570,570,NVP 23,Nvp 23 Voting Precinct
869,P,0483,483,MAJESTY,Majesty Voting Precinct
870,P,0330,330,GRANITE FALLS,Granite Falls Voting Precinct
871,P,0220,220,DESERT SKY,Desert Sky Voting Precinct
872,P,0084,84,BULLMOOSE,Bullmoose Voting Precinct
873,P,0792,792,STRADA,Strada Voting Precinct
874,P,0540,540,MOYA,Moya Voting Precinct
875,P,0135,135,CLAY MINE,Clay Mine Voting Precinct
876,P,0401,401,JASMINE,Jasmine Voting Precinct
877,P,0822,822,SURREY,Surrey Voting Precinct
878,P,0306,306,GEMINI,Gemini Voting Precinct
879,P,0507,507,MEADOWBROOK,Meadowbrook Voting Precinct
880,P,0627,627,PECK,Peck Voting Precinct
881,P,0669,669,QUENTIN,Quentin Voting Precinct
882,P,0051,51,BARNES,Barnes Voting Precinct
883,P,0653,653,POLK,Polk Voting Precinct
884,P,0189,189,CRYSTAL GARDENS,Crystal Gardens Voting Precinct
885,P,0824,824,SWEETWATER,Sweetwater Voting Precinct
886,P,0291,291,FOX CROSSING,Fox Crossing Voting Precinct
887,P,0003,3,ACUNA,Acuna Voting Precinct
888,P,0873,873,VILLA DE PAZ,Villa De Paz Voting Precinct
889,P,0414,414,KACHINA,Kachina Voting Precinct
890,P,0610,610,PALO BLANCO,Palo Blanco Voting Precinct
891,P,0601,601,PALM,Palm Voting Precinct
892,P,0365,365,HESS,Hess Voting Precinct
893,P,0884,884,WAHALLA,Wahalla Voting Precinct
894,P,0393,393,INDIAN BEND,Indian Bend Voting Precinct
895,P,0273,273,EVANS,Evans Voting Precinct
896,P,0088,88,CACTUS GLEN,Cactus Glen Voting Precinct
897,P,0274,274,EVERGREEN,Evergreen Voting Precinct
898,P,0120,120,CHALLENGER,Challenger Voting Precinct
899,P,0369,369,HIGHLAND,Highland Voting Precinct
900,P,0609,609,PALMER,Palmer Voting Precinct
901,P,0379,379,HOLLY,Holly Voting Precinct
902,P,0699,699,ROBBINS BUTTE,Robbins Butte Voting Precinct
903,P,0883,883,WAGGONER,Waggoner Voting Precinct
904,P,0237,237,DREAMY DRAW,Dreamy Draw Voting Precinct
905,P,0426,426,LA REATA,La Reata Voting Precinct
906,P,0203,203,DEL JOYA,Del Joya Voting Precinct
907,P,0308,308,GEORGIA,Georgia Voting Precinct
908,P,0674,674,RANCHO PALOMA,Rancho Paloma Voting Precinct
909,P,0129,129,CIELO,Cielo Voting Precinct
910,P,0121,121,CHANDLER HEIGHTS,Chandler Heights Voting Precinct
911,P,0232,232,DOUBLETREE,Doubletree Voting Precinct
912,P,0573,573,NVP 5,Nvp 5 Voting Precinct
913,P,0190,190,CULLUMBER,Cullumber Voting Precinct
914,P,0594,594,OREGON,Oregon Voting Precinct
915,P,0556,556,NVP 10,Nvp 10 Voting Precinct
916,P,0413,413,JUSTINE,Justine Voting Precinct
917,P,0156,156,CONQUISTADOR,Conquistador Voting Precinct
918,P,0819,819,SUPAI,Supai Voting Precinct
919,P,0641,641,PILLAR,Pillar Voting Precinct
920,P,0484,484,MANDALAY,Mandalay Voting Precinct
921,P,0762,762,SIMIS,Simis Voting Precinct
922,P,0841,841,TOPEKA,Topeka Voting Precinct
923,P,0294,294,FREEDOM,Freedom Voting Precinct
924,P,0214,214,DESERT MEADOWS,Desert Meadows Voting Precinct
925,P,0022,22,ANGELA,Angela Voting Precinct
926,P,0268,268,ESCONDIDO,Escondido Voting Precinct
927,P,0896,896,WESTERN STAR,Western Star Voting Precinct
928,P,0041,41,AUGUSTA,Augusta Voting Precinct
929,P,0309,309,GERMANN,Germann Voting Precinct
930,P,0219,219,DESERT SAGE,Desert Sage Voting Precinct
931,P,0831,831,THOMAS,Thomas Voting Precinct
932,P,0326,326,GOLDFIELD RANCH,Goldfield Ranch Voting Precinct
933,P,0396,396,INDIGO,Indigo Voting Precinct
934,P,0716,716,SAGUARO,Saguaro Voting Precinct
935,P,0408,408,JOYCE,Joyce Voting Precinct
